ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;TipoConductor;Modelo;Testigo;Anio;Pago;Cerrado
11589;Jun;Toyota;Rural;Hombre;Casado;32;Deportivo;Bajo;2;5mas;No;2024;8.72;1
11590;Jun;Toyota;Urbana;Hombre;Casado;35;Deportivo;Medio;1;5mas;No;2024;328.10;1
11591;May;Mazda;Urbana;Hombre;Soltero;22;Deportivo;Medio;1;5mas;No;2024;16.38;1
11592;Jul;Honda;Urbana;Hombre;Casado;41;Deportivo;Bajo;3;5mas;No;2024;65.35;0
11593;Sep;Honda;Urbana;Hombre;Casado;30;Sedan;Bajo;1;5mas;No;2024;76.09;1
11594;Sep;Honda;Urbana;Mujer;Soltero;35;Deportivo;Bajo;1;5mas;No;2024;198.42;1
11595;Oct;VW;Urbana;Hombre;Otro;42;Sedan;Medio;1;5mas;No;2024;52.63;1
11596;Oct;Dodge;Urbana;Hombre;Casado;47;Deportivo;Medio;1;5mas;No;2024;67.83;1
11597;Dic;Accura;Urbana;Hombre;Casado;67;Sedan;Medio;4;5mas;No;2024;196.29;0
11598;Dic;Ford;Urbana;Hombre;Casado;38;Sedan;Medio;3;5mas;No;2024;204.06;1
11599;Jun;Pontiac;Urbana;Hombre;Casado;44;Deportivo;Medio;1;5mas;No;2024;117.22;1
11600;May;Chevrolet;Urbana;Hombre;Casado;44;Sedan;Bajo;2;5mas;No;2024;362.89;1
11601;Abr;Honda;Urbana;Hombre;Casado;42;Deportivo;Alto;2;5mas;No;2024;340.82;0
11602;May;Honda;Rural;Hombre;Casado;56;Deportivo;Bajo;2;5mas;No;2024;78.23;1
11603;Ago;Toyota;Urbana;Hombre;Casado;60;Deportivo;Medio;3;5mas;No;2024;294.44;1
11604;Nov;Dodge;Urbana;Mujer;Casado;52;Sedan;Bajo;3;5mas;No;2024;21.94;1
11605;Oct;Honda;Urbana;Hombre;Soltero;30;Deportivo;Bajo;3;5mas;No;2024;74.12;1
11606;Dic;Ford;Urbana;Hombre;Casado;49;Carga;Alto;3;5mas;No;2024;75.03;1
11607;Abr;Toyota;Urbana;Hombre;Casado;58;Sedan;Bajo;1;5mas;No;2024;162.75;1
11608;Oct;Toyota;Urbana;Mujer;Soltero;26;Sedan;Bajo;1;5mas;No;2024;176.76;1
11609;Ago;Mazda;Urbana;Hombre;Soltero;35;Sedan;Bajo;2;5mas;No;2024;5.96;1
11610;May;Saab;Urbana;Hombre;Casado;47;Sedan;Medio;2;5mas;No;2024;107.26;0
11611;Oct;Pontiac;Urbana;Hombre;Soltero;29;Deportivo;Bajo;1;5mas;No;2024;344.99;1
11612;Oct;Toyota;Urbana;Hombre;Casado;36;Sedan;Bajo;1;5mas;No;2024;54.89;1
11613;Oct;Ford;Urbana;Hombre;Casado;50;Deportivo;Medio;2;5mas;No;2024;65.97;1
11614;Ago;Toyota;Urbana;Hombre;Casado;49;Sedan;Bajo;4;5mas;No;2024;69.57;1
11615;Jul;Honda;Urbana;Hombre;Soltero;42;Sedan;Bajo;4;5mas;No;2024;65.75;0
11616;Jun;Pontiac;Urbana;Hombre;Casado;51;Deportivo;Medio;4;5mas;No;2024;213.21;1
11617;Mar;Pontiac;Urbana;Hombre;Soltero;39;Sedan;Bajo;1;5mas;No;2024;10.88;0
11618;Ene;Toyota;Urbana;Hombre;Casado;41;Sedan;Alto;3;5mas;No;2024;83.30;1
11619;Nov;Chevrolet;Urbana;Mujer;Soltero;30;Deportivo;Bajo;2;5mas;No;2024;70.86;1
11620;Jun;Pontiac;Urbana;Mujer;Casado;54;Deportivo;Bajo;2;5mas;No;2024;70.59;1
11621;Abr;Mazda;Urbana;Hombre;Casado;35;Deportivo;Bajo;4;5mas;No;2024;27.84;1
11622;Nov;Honda;Urbana;Mujer;Casado;40;Sedan;Bajo;3;5mas;No;2024;56.37;1
11623;Nov;Mazda;Urbana;Hombre;Casado;38;Deportivo;Alto;3;5mas;No;2024;95.41;0
11624;Jul;Pontiac;Urbana;Hombre;Soltero;26;Deportivo;Bajo;1;5mas;No;2024;70.13;1
11625;Mar;Toyota;Urbana;Hombre;Soltero;47;Sedan;Medio;1;5mas;No;2024;97.08;1
11626;Ene;Pontiac;Urbana;Hombre;Soltero;52;Sedan;Medio;4;5mas;No;2024;197.92;0
11627;Ene;VW;Urbana;Hombre;Soltero;44;Sedan;Alto;1;5mas;No;2024;56.33;1
11628;Dic;Pontiac;Urbana;Mujer;Casado;33;Sedan;Bajo;2;5mas;No;2024;117.70;1
11629;Dic;Chevrolet;Urbana;Hombre;Soltero;30;Deportivo;Bajo;1;5mas;No;2024;20.20;0
11630;Dic;Pontiac;Urbana;Hombre;Casado;39;Deportivo;Bajo;4;5mas;No;2024;126.21;1
11631;Sep;Toyota;Rural;Hombre;Casado;35;Sedan;Medio;3;5mas;No;2024;41.69;1
11632;Feb;Honda;Urbana;Mujer;Casado;37;Sedan;Bajo;2;5mas;No;2024;272.21;1
11633;Ene;Honda;Urbana;Hombre;Casado;42;Sedan;Bajo;4;5mas;No;2024;301.77;0
11634;Abr;Toyota;Urbana;Hombre;Soltero;27;Sedan;Bajo;1;5mas;No;2024;221.39;1
11635;May;Pontiac;Urbana;Hombre;Soltero;31;Sedan;Bajo;3;5mas;No;2024;222.28;0
11636;Sep;Chevrolet;Urbana;Mujer;Casado;29;Deportivo;Bajo;4;5mas;No;2024;114.14;1
11637;Sep;Pontiac;Rural;Hombre;Casado;39;Sedan;Bajo;1;5mas;No;2024;99.11;1
11638;Sep;Toyota;Urbana;Hombre;Casado;29;Sedan;Bajo;1;5mas;No;2024;82.15;1
11639;Nov;Mazda;Urbana;Hombre;Casado;44;Deportivo;Bajo;2;5mas;No;2024;195.24;1
11640;Ene;Honda;Urbana;Hombre;Soltero;25;Deportivo;Alto;3;5mas;No;2024;36.25;1
11641;May;Toyota;Urbana;Mujer;Casado;43;Deportivo;Bajo;3;5mas;No;2024;132.44;0
11642;Sep;Honda;Urbana;Hombre;Casado;62;Deportivo;Medio;1;5mas;No;2024;113.38;1
11643;Sep;Toyota;Urbana;Hombre;Soltero;34;Sedan;Bajo;1;5mas;No;2024;125.12;1
11644;Abr;Toyota;Urbana;Mujer;Soltero;29;Deportivo;Bajo;3;5mas;No;2024;105.15;0
11645;Oct;Honda;Urbana;Hombre;Casado;32;Sedan;Bajo;3;5mas;No;2024;424.29;1
11646;Dic;Ford;Urbana;Hombre;Casado;54;Deportivo;Medio;4;5mas;No;2024;357.40;0
11647;Dic;Pontiac;Urbana;Hombre;Soltero;29;Deportivo;Bajo;3;5mas;No;2024;111.96;1
11648;Dic;Honda;Urbana;Hombre;Casado;31;Sedan;Bajo;3;5mas;No;2024;88.33;0
11649;Dic;Toyota;Urbana;Hombre;Casado;49;Sedan;Bajo;3;5mas;No;2024;61.44;1
11650;Oct;Mazda;Urbana;Hombre;Casado;48;Deportivo;Medio;1;5mas;No;2024;0.29;1
11651;Abr;Pontiac;Urbana;Hombre;Soltero;27;Sedan;Bajo;1;5mas;No;2024;349.85;0
11652;May;Mazda;Urbana;Hombre;Casado;28;Sedan;Alto;3;5mas;No;2024;87.03;1
11653;May;Pontiac;Urbana;Hombre;Casado;40;Deportivo;Medio;2;5mas;No;2024;34.26;1
11654;May;Pontiac;Rural;Mujer;Casado;31;Sedan;Bajo;1;5mas;No;2024;104.41;0
11655;May;Mazda;Urbana;Hombre;Soltero;34;Sedan;Bajo;1;5mas;No;2024;84.22;1
11656;May;Chevrolet;Urbana;Hombre;Casado;57;Deportivo;Medio;2;5mas;No;2024;187.54;1
11657;May;Pontiac;Urbana;Hombre;Casado;55;Sedan;Bajo;4;5mas;No;2024;158.18;1
11658;Abr;Mazda;Urbana;Hombre;Soltero;31;Sedan;Bajo;1;5mas;No;2024;68.07;1
11659;Ene;Honda;Urbana;Hombre;Casado;52;Deportivo;Bajo;3;5mas;No;2024;266.16;0
11660;Dic;Chevrolet;Urbana;Hombre;Casado;38;Carga;Alto;3;5mas;No;2024;243.78;1
11661;Nov;Pontiac;Urbana;Hombre;Soltero;39;Deportivo;Medio;2;5mas;No;2024;57.77;1
11662;Nov;Mazda;Urbana;Hombre;Casado;72;Deportivo;Medio;1;5mas;No;2024;28.56;1
11663;Sep;Honda;Urbana;Mujer;Casado;38;Deportivo;Medio;1;5mas;No;2024;27.21;1
11664;Ago;Dodge;Urbana;Hombre;Casado;45;Sedan;Medio;4;5mas;No;2024;378.24;0
11665;Jul;Pontiac;Urbana;Hombre;Casado;23;Sedan;Bajo;4;5mas;No;2024;187.83;1
11666;May;Mazda;Urbana;Hombre;Soltero;35;Sedan;Bajo;3;5mas;No;2024;151.44;1
11667;Feb;Toyota;Urbana;Hombre;Soltero;30;Deportivo;Bajo;1;5mas;No;2024;8.73;0
11668;Abr;Honda;Urbana;Hombre;Casado;40;Sedan;Medio;3;5mas;No;2024;135.17;1
11669;Ene;Toyota;Urbana;Hombre;Casado;33;Sedan;Bajo;3;5mas;No;2024;72.03;0
11670;Oct;Chevrolet;Urbana;Mujer;Casado;35;Sedan;Bajo;2;5mas;No;2024;165.61;1
11671;Ene;Honda;Rural;Hombre;Soltero;29;Deportivo;Medio;1;5mas;No;2024;498.48;1
11672;Jul;Chevrolet;Urbana;Hombre;Casado;64;Deportivo;Bajo;3;5mas;No;2024;11.87;1
11673;Ago;Pontiac;Urbana;Hombre;Casado;61;Sedan;Bajo;2;5mas;No;2024;152.86;1
11674;Oct;Toyota;Urbana;Hombre;Casado;52;Deportivo;Bajo;2;5mas;No;2024;149.97;1
11675;Nov;Pontiac;Urbana;Hombre;Casado;53;Deportivo;Bajo;3;5mas;No;2024;235.43;1
11676;Abr;Honda;Urbana;Mujer;Casado;55;Deportivo;Bajo;1;5mas;No;2024;188.50;0
11677;Abr;Toyota;Urbana;Hombre;Casado;49;Sedan;Bajo;1;5mas;No;2024;344.48;1
11678;May;Mazda;Urbana;Hombre;Casado;77;Sedan;Bajo;3;5mas;No;2024;42.00;1
11679;May;Dodge;Urbana;Hombre;Casado;54;Deportivo;Medio;3;5mas;No;2024;188.84;1
11680;Sep;Pontiac;Urbana;Hombre;Casado;57;Sedan;Bajo;4;5mas;No;2024;42.55;1
11681;Ago;Chevrolet;Urbana;Hombre;Soltero;26;Deportivo;Bajo;3;5mas;No;2024;28.98;0
11682;Abr;Mazda;Urbana;Hombre;Soltero;24;Sedan;Bajo;4;5mas;No;2024;70.75;1
11683;Nov;Honda;Urbana;Hombre;Casado;49;Sedan;Alto;2;5mas;No;2024;14.54;1
11684;Dic;Pontiac;Urbana;Hombre;Casado;45;Sedan;Medio;4;5mas;No;2024;82.62;0
11685;Abr;Mazda;Urbana;Hombre;Casado;21;Sedan;Bajo;3;4y;No;2024;453.69;1
11686;Jul;Mazda;Rural;Hombre;Casado;42;Deportivo;Medio;4;5mas;No;2024;99.02;1
11687;Ago;Pontiac;Urbana;Hombre;Casado;38;Sedan;Medio;2;5mas;No;2024;13.69;1
11688;Oct;Toyota;Urbana;Hombre;Casado;42;Deportivo;Bajo;2;5mas;No;2024;27.48;0
11689;Dic;Mazda;Urbana;Hombre;Casado;44;Deportivo;Medio;1;5mas;No;2024;219.12;1
11690;Ago;Honda;Urbana;Hombre;Casado;48;Deportivo;Alto;4;5mas;No;2024;24.43;1
11691;Abr;Toyota;Urbana;Hombre;Casado;46;Sedan;Medio;1;5mas;No;2024;84.14;0
11692;Jun;Toyota;Urbana;Hombre;Casado;39;Sedan;Bajo;3;5mas;No;2024;61.62;0
11693;Ene;Pontiac;Urbana;Hombre;Casado;43;Sedan;Medio;1;5mas;No;2024;53.56;0
11694;Jun;Chevrolet;Urbana;Hombre;Casado;27;Sedan;Medio;3;5mas;No;2024;36.62;1
11695;Sep;Chevrolet;Urbana;Hombre;Casado;31;Deportivo;Bajo;3;5mas;No;2024;20.39;0
11696;Abr;Honda;Urbana;Hombre;Soltero;25;Sedan;Bajo;4;5mas;No;2024;13.75;1
11697;Ago;Toyota;Urbana;Hombre;Casado;53;Sedan;Bajo;1;5mas;No;2024;201.62;0
11698;Jul;Accura;Urbana;Hombre;Casado;35;Sedan;Medio;2;5mas;No;2024;307.11;0
11699;Sep;Pontiac;Urbana;Hombre;Casado;60;Sedan;Medio;2;5mas;No;2024;388.69;1
11700;Oct;Mazda;Urbana;Mujer;Casado;45;Deportivo;Medio;1;5mas;No;2024;314.66;1
11701;Oct;Pontiac;Urbana;Hombre;Casado;43;Sedan;Bajo;4;5mas;No;2024;191.32;0
11702;Oct;Ford;Urbana;Hombre;Casado;45;Deportivo;Medio;4;5mas;No;2024;48.08;1
11703;Ene;Honda;Urbana;Hombre;Casado;48;Sedan;Bajo;2;5mas;No;2024;284.34;0
11704;Ene;Pontiac;Urbana;Hombre;Casado;37;Sedan;Medio;4;5mas;No;2024;239.14;0
11705;Abr;Ford;Urbana;Hombre;Casado;55;Deportivo;Medio;3;5mas;No;2024;60.69;1
11706;May;Toyota;Urbana;Hombre;Casado;80;Sedan;Bajo;3;5mas;No;2024;48.19;1
11707;May;Pontiac;Urbana;Mujer;Casado;32;Sedan;Bajo;4;5mas;No;2024;13.41;1
11708;Jul;Pontiac;Urbana;Hombre;Otro;56;Sedan;Bajo;1;5mas;No;2024;68.87;1
11709;Jul;Toyota;Urbana;Hombre;Casado;36;Deportivo;Bajo;1;5mas;No;2024;118.38;0
11710;Nov;Honda;Urbana;Hombre;Soltero;42;Deportivo;Medio;1;5mas;No;2024;205.04;0
11711;Nov;Pontiac;Urbana;Hombre;Casado;38;Sedan;Bajo;3;5mas;No;2024;235.70;1
11712;Sep;Pontiac;Urbana;Hombre;Casado;38;Sedan;Bajo;2;5mas;No;2024;132.34;1
11713;Dic;Ford;Urbana;Hombre;Casado;39;Deportivo;Medio;3;5mas;No;2024;46.80;0
11714;May;Chevrolet;Urbana;Hombre;Casado;34;Deportivo;Medio;4;5mas;No;2024;2.98;1
11715;Dic;Pontiac;Urbana;Hombre;Casado;52;Deportivo;Medio;2;5mas;No;2024;298.88;1
11716;May;Mazda;Urbana;Mujer;Casado;40;Sedan;Alto;4;5mas;No;2024;367.47;1
11717;May;Pontiac;Urbana;Mujer;Soltero;50;Sedan;Medio;1;5mas;No;2024;47.83;1
11718;Sep;Honda;Urbana;Mujer;Soltero;24;Sedan;Bajo;2;5mas;No;2024;282.99;1
11719;Jul;Honda;Rural;Hombre;Soltero;35;Sedan;Bajo;1;5mas;No;2024;468.39;0
11720;Oct;Pontiac;Urbana;Hombre;Soltero;27;Sedan;Bajo;1;5mas;No;2024;506.82;0
11721;Jun;Pontiac;Rural;Hombre;Casado;45;Sedan;Bajo;2;5mas;No;2024;153.83;0
11722;Jun;Mercury;Urbana;Hombre;Casado;33;Deportivo;Bajo;2;5mas;No;2024;34.09;1
11723;Nov;Ford;Urbana;Hombre;Casado;46;Sedan;Medio;2;5mas;No;2024;111.75;1
11724;Nov;Pontiac;Rural;Mujer;Soltero;34;Deportivo;Bajo;1;5mas;No;2024;100.71;1
11725;Oct;Toyota;Urbana;Hombre;Casado;37;Sedan;Medio;3;5mas;No;2024;333.29;0
11726;Oct;Toyota;Urbana;Hombre;Casado;37;Deportivo;Medio;2;5mas;No;2024;71.06;0
11727;Ago;Pontiac;Urbana;Hombre;Casado;51;Sedan;Alto;4;5mas;No;2024;94.05;1
11728;Jul;Chevrolet;Urbana;Hombre;Casado;73;Sedan;Bajo;3;5mas;No;2024;204.49;0
11729;Abr;Mazda;Urbana;Hombre;Soltero;21;Sedan;Bajo;1;5mas;No;2024;222.69;0
11730;Abr;Honda;Urbana;Hombre;Casado;34;Sedan;Bajo;1;5mas;No;2024;212.12;0
11731;Ene;Chevrolet;Urbana;Hombre;Casado;58;Deportivo;Bajo;3;5mas;No;2024;47.97;1
11732;Ene;Mazda;Urbana;Hombre;Casado;30;Deportivo;Alto;4;5mas;No;2024;301.89;1
11733;Abr;Chevrolet;Urbana;Hombre;Casado;65;Sedan;Bajo;1;5mas;No;2024;171.96;0
11734;Ago;Mazda;Urbana;Hombre;Casado;63;Sedan;Bajo;1;5mas;No;2024;43.19;1
11735;Sep;Toyota;Urbana;Hombre;Soltero;27;Sedan;Bajo;2;5mas;No;2024;62.07;1
11736;Sep;Chevrolet;Urbana;Hombre;Casado;27;Sedan;Bajo;3;5mas;No;2024;38.25;1
11737;Sep;Honda;Urbana;Hombre;Casado;30;Sedan;Bajo;2;5mas;No;2024;132.13;0
11738;Oct;Mazda;Urbana;Hombre;Soltero;32;Deportivo;Bajo;2;5mas;No;2024;290.15;0
11739;Abr;Toyota;Urbana;Hombre;Casado;31;Sedan;Bajo;4;5mas;No;2024;3.11;1
11740;Oct;Pontiac;Urbana;Hombre;Casado;29;Sedan;Bajo;3;5mas;No;2024;20.03;1
11741;Oct;Chevrolet;Rural;Hombre;Casado;29;Sedan;Medio;1;5mas;No;2024;199.47;1
11742;Sep;Pontiac;Urbana;Hombre;Soltero;35;Sedan;Bajo;3;5mas;No;2024;519.88;1
11743;Sep;Honda;Urbana;Hombre;Soltero;46;Sedan;Bajo;3;5mas;No;2024;72.03;1
11744;Jun;Toyota;Urbana;Hombre;Soltero;30;Deportivo;Bajo;2;5mas;No;2024;81.56;1
11745;Abr;Pontiac;Urbana;Hombre;Soltero;44;Sedan;Bajo;2;5mas;No;2024;152.12;0
11746;Oct;Pontiac;Urbana;Mujer;Soltero;29;Sedan;Bajo;2;5mas;No;2024;83.55;0
11747;Oct;Honda;Urbana;Hombre;Casado;38;Sedan;Bajo;4;5mas;No;2024;128.18;1
11748;Ago;Mazda;Urbana;Hombre;Casado;54;Sedan;Medio;1;5mas;No;2024;48.06;0
11749;Feb;Pontiac;Urbana;Hombre;Casado;61;Sedan;Bajo;1;5mas;No;2024;12.18;1
11750;Dic;Toyota;Urbana;Hombre;Casado;52;Deportivo;Bajo;3;5mas;No;2024;147.01;1
11751;Ene;Accura;Urbana;Hombre;Casado;47;Sedan;Bajo;2;5mas;No;2024;6.36;1
11752;Jul;Toyota;Urbana;Mujer;Soltero;22;Sedan;Bajo;1;5mas;No;2024;22.61;1
11753;Jul;Chevrolet;Rural;Hombre;Casado;54;Carga;Alto;2;5mas;No;2024;8.14;1
11754;Abr;Chevrolet;Urbana;Hombre;Casado;55;Sedan;Medio;4;5mas;No;2024;102.57;1
11755;Ago;Honda;Urbana;Hombre;Casado;47;Deportivo;Alto;4;5mas;Si;2024;193.84;1
11756;Oct;Honda;Urbana;Hombre;Casado;52;Sedan;Bajo;2;5mas;No;2024;249.36;1
11757;Dic;Mazda;Urbana;Mujer;Soltero;27;Deportivo;Bajo;3;4y;No;2024;12.52;1
11758;Jun;Pontiac;Urbana;Hombre;Soltero;32;Deportivo;Medio;1;5mas;No;2024;98.47;0
11759;Ago;Honda;Rural;Hombre;Casado;36;Sedan;Medio;2;5mas;No;2024;409.47;1
11760;Oct;Pontiac;Urbana;Hombre;Casado;29;Sedan;Bajo;3;5mas;No;2024;317.93;1
11761;Oct;Toyota;Urbana;Hombre;Soltero;34;Sedan;Bajo;3;5mas;No;2024;165.02;1
11762;Oct;Chevrolet;Urbana;Hombre;Casado;41;Sedan;Bajo;2;5mas;No;2024;57.01;0
11763;Abr;Honda;Urbana;Hombre;Casado;56;Sedan;Medio;3;5mas;No;2024;64.28;1
11764;Ene;Honda;Urbana;Hombre;Soltero;30;Sedan;Bajo;2;5mas;No;2024;508.15;1
11765;Mar;Pontiac;Urbana;Mujer;Soltero;48;Deportivo;Medio;2;5mas;No;2024;8.22;1
11766;May;Accura;Urbana;Hombre;Casado;30;Sedan;Medio;3;5mas;No;2024;143.47;0
11767;May;Honda;Urbana;Mujer;Casado;57;Sedan;Bajo;2;5mas;No;2024;14.18;0
11768;Sep;Honda;Urbana;Hombre;Soltero;27;Sedan;Bajo;1;5mas;No;2024;170.57;0
11769;Sep;Toyota;Urbana;Mujer;Casado;50;Deportivo;Medio;3;5mas;No;2024;40.88;1
11770;Abr;Toyota;Urbana;Hombre;Soltero;44;Sedan;Bajo;4;5mas;No;2024;652.82;1
11771;Oct;Mazda;Rural;Hombre;Casado;38;Sedan;Bajo;4;5mas;No;2024;118.46;1
11772;Oct;Toyota;Urbana;Hombre;Soltero;29;Deportivo;Bajo;4;5mas;No;2024;54.37;1
11773;Dic;Toyota;Urbana;Hombre;Casado;40;Sedan;Bajo;2;5mas;No;2024;249.76;1
11774;Nov;Toyota;Rural;Hombre;Soltero;35;Sedan;Bajo;1;5mas;No;2024;174.32;0
11775;May;Mazda;Urbana;Hombre;Soltero;33;Deportivo;Medio;4;5mas;No;2024;162.60;1
11776;Jun;Toyota;Urbana;Hombre;Soltero;31;Sedan;Medio;3;5mas;No;2024;72.88;1
11777;Jun;Chevrolet;Urbana;Hombre;Soltero;33;Sedan;Bajo;3;5mas;No;2024;364.32;1
11778;Jun;Pontiac;Urbana;Hombre;Casado;37;Deportivo;Medio;2;5mas;No;2024;252.86;1
11779;Ene;Pontiac;Urbana;Hombre;Soltero;30;Sedan;Bajo;1;5mas;No;2024;270.67;0
11780;Mar;Honda;Urbana;Hombre;Casado;27;Sedan;Bajo;1;5mas;No;2024;360.44;1
11781;Jun;Nisson;Rural;Hombre;Casado;39;Sedan;Medio;3;2y;No;2024;199.80;0
11782;Sep;Chevrolet;Urbana;Mujer;Soltero;58;Sedan;Bajo;4;5mas;No;2024;64.38;1
11783;Abr;Chevrolet;Urbana;Hombre;Soltero;29;Sedan;Medio;3;5mas;No;2024;32.26;0
11784;Nov;Pontiac;Urbana;Hombre;Casado;65;Sedan;Bajo;4;5mas;No;2024;112.70;1
11785;Ene;Pontiac;Urbana;Mujer;Casado;35;Sedan;Bajo;2;5mas;No;2024;51.57;0
11786;Ene;Toyota;Urbana;Hombre;Soltero;32;Sedan;Bajo;1;5mas;No;2024;58.33;0
11787;Jun;Toyota;Urbana;Mujer;Casado;56;Sedan;Bajo;3;5mas;No;2024;281.90;1
11788;May;Dodge;Urbana;Hombre;Casado;30;Deportivo;Medio;1;5mas;No;2024;41.21;1
11789;Dic;Pontiac;Urbana;Hombre;Soltero;23;Sedan;Bajo;4;5mas;No;2024;4.11;1
11790;Oct;Mazda;Urbana;Hombre;Casado;46;Sedan;Bajo;4;5mas;No;2024;166.18;1
11791;Abr;Toyota;Urbana;Hombre;Soltero;23;Sedan;Medio;1;5mas;No;2024;48.64;1
11792;Oct;Honda;Urbana;Hombre;Soltero;30;Deportivo;Bajo;2;5mas;No;2024;129.46;0
11793;Jun;Pontiac;Urbana;Hombre;Soltero;28;Deportivo;Medio;2;5mas;No;2024;190.41;1
11794;Abr;Pontiac;Urbana;Mujer;Casado;37;Sedan;Bajo;2;5mas;No;2024;388.04;0
11795;Ago;Mazda;Urbana;Hombre;Casado;49;Deportivo;Bajo;2;5mas;No;2024;543.83;0
11796;Ago;Toyota;Urbana;Mujer;Casado;46;Deportivo;Bajo;1;5mas;No;2024;88.71;1
11797;Feb;Honda;Urbana;Hombre;Casado;34;Sedan;Medio;3;5mas;No;2024;289.08;1
11798;Feb;Pontiac;Urbana;Hombre;Soltero;48;Sedan;Bajo;4;5mas;No;2024;40.42;1
11799;Mar;Honda;Urbana;Hombre;Casado;44;Sedan;Medio;4;5mas;No;2024;73.26;1
11800;Mar;Honda;Rural;Hombre;Casado;38;Deportivo;Medio;2;5mas;No;2024;34.81;1
11801;May;Toyota;Urbana;Hombre;Casado;28;Sedan;Bajo;4;5mas;No;2024;120.63;1
11802;Abr;Toyota;Rural;Hombre;Casado;36;Deportivo;Medio;3;5mas;No;2024;269.80;0
11803;Sep;Mazda;Urbana;Hombre;Casado;50;Deportivo;Bajo;2;5mas;No;2024;40.53;1
11804;Ago;Toyota;Urbana;Hombre;Casado;44;Deportivo;Medio;3;5mas;No;2024;232.54;0
11805;May;Mazda;Urbana;Mujer;Casado;38;Deportivo;Bajo;1;5mas;No;2024;367.14;1
11806;Ene;Pontiac;Urbana;Hombre;Casado;54;Sedan;Bajo;2;5mas;No;2024;44.15;1
11807;Jun;Pontiac;Urbana;Hombre;Casado;62;Sedan;Bajo;4;5mas;No;2024;41.27;1
11808;Abr;Honda;Urbana;Hombre;Casado;39;Deportivo;Alto;4;5mas;No;2024;33.70;0
11809;Feb;Honda;Rural;Hombre;Casado;40;Sedan;Bajo;3;5mas;No;2024;400.15;0
11810;Nov;Honda;Urbana;Hombre;Casado;41;Sedan;Bajo;2;5mas;No;2024;44.91;1
11811;Abr;Pontiac;Urbana;Hombre;Casado;53;Sedan;Bajo;1;5mas;No;2024;21.87;0
11812;Abr;Mazda;Rural;Hombre;Casado;45;Deportivo;Bajo;4;5mas;No;2024;119.39;1
11813;Dic;Toyota;Urbana;Hombre;Casado;30;Sedan;Medio;4;5mas;No;2024;1.16;1
11814;Nov;Pontiac;Urbana;Hombre;Casado;80;Deportivo;Medio;2;5mas;No;2024;126.35;1
11815;Jul;Honda;Urbana;Hombre;Casado;29;Sedan;Alto;3;5mas;No;2024;189.28;0
11816;Jun;Toyota;Urbana;Hombre;Casado;46;Deportivo;Bajo;2;5mas;No;2024;146.20;1
11817;Ene;Toyota;Urbana;Hombre;Casado;45;Deportivo;Medio;3;5mas;No;2024;28.75;1
11818;Abr;Mazda;Urbana;Hombre;Soltero;22;Deportivo;Alto;2;3y;No;2024;219.71;1
11819;Jul;Honda;Urbana;Hombre;Casado;45;Deportivo;Bajo;3;5mas;No;2024;415.69;1
11820;Ene;Toyota;Urbana;Hombre;Soltero;30;Sedan;Alto;2;5mas;No;2024;20.90;1
11821;Ene;Chevrolet;Urbana;Hombre;Casado;42;Sedan;Alto;2;5mas;No;2024;98.40;0
11822;Oct;Pontiac;Rural;Hombre;Casado;47;Sedan;Bajo;3;5mas;No;2024;15.22;1
11823;Nov;Honda;Rural;Hombre;Casado;53;Sedan;Bajo;4;5mas;No;2024;20.55;0
11824;Oct;Pontiac;Rural;Hombre;Casado;55;Sedan;Bajo;1;5mas;No;2024;160.63;1
11825;Sep;Toyota;Urbana;Mujer;Soltero;23;Sedan;Bajo;1;3y;No;2024;8.17;0
11826;Ene;VW;Urbana;Hombre;Casado;78;Sedan;Medio;2;5mas;No;2024;74.35;1
11827;Ene;Chevrolet;Urbana;Hombre;Casado;62;Deportivo;Medio;2;5mas;No;2024;146.98;1
11828;Ene;Ford;Urbana;Hombre;Casado;28;Sedan;Bajo;2;5mas;No;2024;84.49;1
11829;Ene;Toyota;Rural;Hombre;Soltero;26;Deportivo;Bajo;1;5mas;No;2024;106.49;1
11830;Ene;Pontiac;Urbana;Hombre;Soltero;35;Sedan;Bajo;1;5mas;No;2024;98.97;0
11831;Ene;Pontiac;Urbana;Mujer;Soltero;69;Deportivo;Bajo;2;5mas;No;2024;221.79;1
11832;Abr;Pontiac;Urbana;Mujer;Soltero;36;Sedan;Bajo;2;5mas;No;2024;29.48;1
11833;Ago;Mazda;Urbana;Hombre;Casado;40;Deportivo;Bajo;3;5mas;No;2024;50.20;0
11834;Jul;Pontiac;Urbana;Hombre;Casado;32;Sedan;Bajo;1;5mas;No;2024;132.26;1
11835;Jul;Mazda;Urbana;Mujer;Soltero;57;Deportivo;Bajo;2;5mas;No;2024;230.40;1
11836;Feb;Toyota;Urbana;Hombre;Soltero;33;Sedan;Bajo;4;5mas;No;2024;61.87;1
11837;Ene;Toyota;Urbana;Hombre;Soltero;31;Sedan;Bajo;1;5mas;No;2024;75.04;0
11838;Ene;Pontiac;Urbana;Hombre;Casado;40;Sedan;Medio;1;5mas;No;2024;63.34;1
11839;Ene;Toyota;Urbana;Mujer;Casado;34;Sedan;Medio;4;5mas;No;2024;164.90;1
11840;Mar;Honda;Urbana;Hombre;Soltero;29;Sedan;Bajo;4;5mas;No;2024;316.18;1
